league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
FRA-Ligue 1,2021,Monaco,Enzo Millot,FRA,MF,18,2002,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Monaco,Florentino Luís,POR,MF,20,1999,9,2,241,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Monaco,Fodé Ballo-Touré,SEN,DF,23,1997,24,6,662,7.4,0,3,3,0,0,0,2,0,0.0,0.41,0.41,0.0,0.41
FRA-Ligue 1,2021,Monaco,Gelson Martins,POR,"MF,FW",25,1995,23,20,1551,17.2,3,2,5,3,0,0,3,0,0.17,0.12,0.29,0.17,0.29
FRA-Ligue 1,2021,Monaco,Giulian Biancone,FRA,DF,20,2000,2,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Monaco,Guillermo Maripán,CHI,DF,26,1994,28,22,2089,23.2,5,1,6,5,0,0,7,0,0.22,0.04,0.26,0.22,0.26
FRA-Ligue 1,2021,Monaco,Henry Onyekuru,NGA,FW,23,1997,4,2,140,1.6,0,1,1,0,0,0,0,0,0.0,0.64,0.64,0.0,0.64
FRA-Ligue 1,2021,Monaco,Jean-Eudes Aholou,CIV,MF,26,1994,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Monaco,Kevin Volland,GER,"FW,MF",28,1992,35,34,2769,30.8,16,7,23,16,0,0,4,0,0.52,0.23,0.75,0.52,0.75
FRA-Ligue 1,2021,Monaco,Krépin Diatta,SEN,MF,21,1999,12,3,389,4.3,1,0,1,1,0,0,3,0,0.23,0.0,0.23,0.23,0.23
FRA-Ligue 1,2021,Monaco,Pietro Pellegri,ITA,FW,19,2001,16,0,230,2.6,1,0,1,1,0,0,2,1,0.39,0.0,0.39,0.39,0.39
FRA-Ligue 1,2021,Monaco,Radosław Majecki,POL,GK,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Monaco,Ruben Aguilar,FRA,"DF,MF",27,1993,33,27,2225,24.7,1,3,4,1,0,0,6,0,0.04,0.12,0.16,0.04,0.16
FRA-Ligue 1,2021,Monaco,Sofiane Diop,MAR,MF,20,2000,32,24,2023,22.5,7,1,8,7,0,0,4,0,0.31,0.04,0.36,0.31,0.36
FRA-Ligue 1,2021,Monaco,Stevan Jovetić,MNE,FW,30,1989,29,6,802,8.9,6,0,6,6,0,1,1,0,0.67,0.0,0.67,0.67,0.67
FRA-Ligue 1,2021,Monaco,Strahinja Pavlović,SRB,DF,19,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Monaco,Vito Mannone,ITA,GK,32,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Monaco,Willem Geubbels,FRA,"MF,FW",18,2001,14,2,294,3.3,1,0,1,1,0,0,3,1,0.31,0.0,0.31,0.31,0.31
FRA-Ligue 1,2021,Monaco,Wissam Ben Yedder,FRA,FW,29,1990,37,32,2607,29.0,20,7,27,10,10,12,3,0,0.69,0.24,0.93,0.35,0.59
FRA-Ligue 1,2021,Monaco,Youssouf Fofana,FRA,MF,21,1999,35,35,2873,31.9,0,3,3,0,0,0,10,1,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2021,Montpellier,Ambroise Oyongo,CMR,"DF,MF",29,1991,13,5,558,6.2,1,1,2,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32
FRA-Ligue 1,2021,Montpellier,Andy Delort,ALG,FW,28,1991,30,30,2482,27.6,15,9,24,15,0,1,4,0,0.54,0.33,0.87,0.54,0.87
FRA-Ligue 1,2021,Montpellier,Arnaud Souquet,FRA,"MF,DF",28,1992,23,14,1224,13.6,1,1,2,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15
FRA-Ligue 1,2021,Montpellier,Clément Vidal,FRA,DF,20,2000,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Damien Le Tallec,FRA,MF,30,1990,23,13,1227,13.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Daniel Congré,FRA,DF,35,1985,38,38,3292,36.6,2,0,2,2,0,0,4,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2021,Montpellier,Dimitry Bertaud,COD,GK,22,1998,9,7,745,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Elye Wahi,CIV,"FW,MF",17,2003,18,3,555,6.2,3,1,4,3,0,0,1,0,0.49,0.16,0.65,0.49,0.65
FRA-Ligue 1,2021,Montpellier,Florent Mollet,FRA,MF,28,1991,34,30,2355,26.2,3,5,8,3,0,0,5,2,0.11,0.19,0.31,0.11,0.31
FRA-Ligue 1,2021,Montpellier,Gaëtan Laborde,FRA,"FW,MF",26,1994,38,38,3256,36.2,16,8,24,16,0,0,3,0,0.44,0.22,0.66,0.44,0.66
FRA-Ligue 1,2021,Montpellier,Jonas Omlin,SUI,GK,26,1994,31,31,2673,29.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Jordan Ferri,FRA,MF,28,1992,34,31,2577,28.6,0,3,3,0,0,0,6,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,2021,Montpellier,Joris Chotard,FRA,MF,18,2001,29,11,1165,12.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Junior Sambia,FRA,"DF,MF",23,1996,36,26,2448,27.2,1,6,7,1,0,0,2,0,0.04,0.22,0.26,0.04,0.26
FRA-Ligue 1,2021,Montpellier,Keagan Dolly,RSA,MF,27,1993,18,3,452,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Mihailo Ristić,SRB,"DF,MF",24,1995,34,26,2236,24.8,0,2,2,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,2021,Montpellier,Nicolas Cozza,FRA,DF,21,1999,20,15,1369,15.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Pedro Mendes,POR,DF,29,1990,22,19,1626,18.1,2,0,2,2,0,0,5,0,0.11,0.0,0.11,0.11,0.11
FRA-Ligue 1,2021,Montpellier,Petar Škuletić,SRB,FW,30,1990,19,1,234,2.6,2,0,2,2,0,0,0,0,0.77,0.0,0.77,0.77,0.77
FRA-Ligue 1,2021,Montpellier,Sacha Delaye,FRA,MF,18,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Samy Benchamma,FRA,MF,20,2000,5,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Montpellier,Stephy Mavididi,ENG,"FW,MF",22,1998,35,23,2030,22.6,9,0,9,9,0,0,3,0,0.4,0.0,0.4,0.4,0.4
FRA-Ligue 1,2021,Montpellier,Téji Savanier,FRA,MF,28,1991,27,26,2165,24.1,5,5,10,3,2,4,6,1,0.21,0.21,0.42,0.12,0.33
FRA-Ligue 1,2021,Montpellier,Vitorino Hilton,BRA,DF,42,1977,29,24,2117,23.5,0,1,1,0,0,0,4,2,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,2021,Montpellier,Yun Il-lok,KOR,"MF,FW",28,1992,12,3,312,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Abdoul Kader Bamba,FRA,MF,26,1994,29,6,917,10.2,3,1,4,3,0,1,2,0,0.29,0.1,0.39,0.29,0.39
FRA-Ligue 1,2021,Nantes,Abdoulaye Sylla,GUI,DF,20,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Abdoulaye Touré,GUI,MF,26,1994,29,20,1681,18.7,2,2,4,1,1,1,2,0,0.11,0.11,0.21,0.05,0.16
FRA-Ligue 1,2021,Nantes,Alban Lafont,CIV,GK,21,1999,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Andrei Girotto,BRA,"DF,MF",28,1992,34,29,2668,29.6,1,1,2,1,0,0,3,1,0.03,0.03,0.07,0.03,0.07
FRA-Ligue 1,2021,Nantes,Batista Mendy,FRA,"DF,MF",20,2000,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Bridge Ndilu,FRA,FW,20,2000,6,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Charles Traore,MLI,DF,28,1992,22,19,1700,18.9,1,0,1,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2021,Nantes,Dennis Appiah,FRA,DF,28,1992,22,16,1556,17.3,0,2,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12
FRA-Ligue 1,2021,Nantes,Fábio,BRA,DF,30,1990,22,19,1507,16.7,0,1,1,0,0,0,5,1,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2021,Nantes,Imran Louza,MAR,MF,21,1999,33,28,2379,26.4,7,2,9,2,5,5,4,1,0.26,0.08,0.34,0.08,0.15
FRA-Ligue 1,2021,Nantes,Jean-Charles Castelletto,CMR,DF,25,1995,24,22,1947,21.6,1,0,1,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2021,Nantes,Jean-Kévin Augustin,FRA,FW,23,1997,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Kalifa Coulibaly,MLI,FW,28,1991,17,11,981,10.9,3,1,4,2,1,1,2,0,0.28,0.09,0.37,0.18,0.28
FRA-Ligue 1,2021,Nantes,Ludovic Blas,FRA,"MF,FW",22,1997,36,32,2787,31.0,10,4,14,10,0,0,5,0,0.32,0.13,0.45,0.32,0.45
FRA-Ligue 1,2021,Nantes,Marcus Coco,FRA,MF,24,1996,32,16,1474,16.4,0,2,2,0,0,0,5,0,0.0,0.12,0.12,0.0,0.12
FRA-Ligue 1,2021,Nantes,Mehdi Abeid,ALG,MF,27,1992,18,15,1320,14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Moses Simon,NGA,"MF,FW",25,1995,33,28,2324,25.8,6,5,11,5,1,1,2,0,0.23,0.19,0.43,0.19,0.39
FRA-Ligue 1,2021,Nantes,Nicolas Pallois,FRA,DF,32,1987,32,31,2776,30.8,2,0,2,2,0,0,8,1,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2021,Nantes,Pedro Chirivella,ESP,MF,23,1997,32,26,2280,25.3,0,2,2,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,2021,Nantes,Randal Kolo Muani,FRA,FW,21,1998,37,35,3029,33.7,9,4,13,9,0,0,3,0,0.27,0.12,0.39,0.27,0.39
FRA-Ligue 1,2021,Nantes,Renaud Emond,BEL,FW,28,1991,22,3,354,3.9,2,0,2,2,0,0,1,0,0.51,0.0,0.51,0.51,0.51
FRA-Ligue 1,2021,Nantes,Roli Pereira de Sa,FRA,MF,23,1996,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Samuel Moutoussamy,COD,FW,23,1996,1,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nantes,Sébastien Corchia,FRA,"DF,MF",29,1990,25,23,2066,23.0,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,2021,Nice,Alexis Claude-Maurice,FRA,"MF,FW",22,1998,30,21,1910,21.2,4,5,9,4,0,0,2,0,0.19,0.24,0.42,0.19,0.42
FRA-Ligue 1,2021,Nice,Alexis Trouillet,FRA,MF,19,2000,5,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Amine Gouiri,ALG,"FW,MF",20,2000,34,31,2747,30.5,12,7,19,8,4,4,5,0,0.39,0.23,0.62,0.26,0.49
FRA-Ligue 1,2021,Nice,Andy Pelmard,MAD,DF,20,2000,19,12,1207,13.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Dan Ndoye,SUI,"MF,FW",19,2000,28,3,551,6.1,1,1,2,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33
FRA-Ligue 1,2021,Nice,Danilo Barbosa,BRA,DF,24,1996,4,3,250,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Dante,BRA,DF,36,1983,9,9,774,8.6,2,1,3,2,0,0,2,0,0.23,0.12,0.35,0.23,0.35
FRA-Ligue 1,2021,Nice,Eddy Sylvestre,FRA,FW,20,1999,4,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Evann Guessand,CIV,"FW,MF",19,2001,3,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Flavius Daniliuc,AUT,DF,19,2001,23,15,1477,16.4,1,0,1,1,0,0,0,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2021,Nice,Hassane Kamara,CIV,"DF,MF",26,1994,36,34,2960,32.9,2,1,3,2,0,0,3,0,0.06,0.03,0.09,0.06,0.09
FRA-Ligue 1,2021,Nice,Hicham Boudaoui,ALG,MF,20,1999,25,22,1736,19.3,3,2,5,3,0,0,9,0,0.16,0.1,0.26,0.16,0.26
FRA-Ligue 1,2021,Nice,Hicham Mahou,FRA,"FW,MF",21,1999,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Jean-Clair Todibo,FRA,DF,20,1999,15,15,1330,14.8,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2021,Nice,Jeff Reine-Adélaïde,FRA,"MF,FW",22,1998,14,12,1058,11.8,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26
FRA-Ligue 1,2021,Nice,Jordan Lotomba,SUI,"DF,MF",21,1998,30,24,2123,23.6,1,0,1,1,0,0,7,1,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2021,Nice,Kasper Dolberg,DEN,FW,22,1997,25,21,1928,21.4,6,2,8,4,2,2,2,0,0.28,0.09,0.37,0.19,0.28
FRA-Ligue 1,2021,Nice,Khéphren Thuram,FRA,MF,19,2001,29,17,1494,16.6,2,0,2,2,0,0,3,0,0.12,0.0,0.12,0.12,0.12
FRA-Ligue 1,2021,Nice,Malik Sellouki,FRA,MF,20,2000,4,0,66,0.7,1,0,1,1,0,0,1,0,1.36,0.0,1.36,1.36,1.36
FRA-Ligue 1,2021,Nice,Morgan Schneiderlin,FRA,MF,30,1989,28,24,2197,24.4,0,1,1,0,0,0,9,1,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,2021,Nice,Myziane Maolida,COM,"FW,MF",21,1999,19,11,1077,12.0,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33
FRA-Ligue 1,2021,Nice,Patrick Burner,MTQ,"DF,MF",24,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Pierre Lees-Melou,FRA,MF,27,1993,29,23,2063,22.9,4,2,6,3,1,1,3,1,0.17,0.09,0.26,0.13,0.22
FRA-Ligue 1,2021,Nice,Racine Coly,SEN,DF,24,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Robson Bambu,BRA,DF,22,1997,15,12,1046,11.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Rony Lopes,POR,"FW,MF",24,1995,28,23,1783,19.8,3,1,4,3,0,0,1,0,0.15,0.05,0.2,0.15,0.2
FRA-Ligue 1,2021,Nice,Salim Ben Seghir,FRA,FW,17,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Stanley N'Soki,FRA,DF,21,1999,18,13,1246,13.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,Walter Benítez,ARG,GK,27,1993,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nice,William Saliba,FRA,DF,19,2001,20,20,1800,20.0,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2021,Nice,Youcef Atal,ALG,"MF,DF",24,1996,18,13,956,10.6,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09
FRA-Ligue 1,2021,Nîmes,Andrés Cubas,PAR,MF,24,1996,27,27,2242,24.9,1,0,1,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2021,Nîmes,Anthony Briançon,FRA,DF,25,1994,16,14,1225,13.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Antoine Valerio,FRA,MF,20,1999,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Baptiste Reynet,FRA,GK,29,1990,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Birger Meling,NOR,DF,25,1994,26,26,2328,25.9,2,3,5,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19
FRA-Ligue 1,2021,Nîmes,Clément Depres,FRA,FW,25,1994,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Florian Miguel,FRA,DF,23,1996,21,18,1538,17.1,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Gaëtan Paquiez,FRA,DF,26,1994,16,11,1046,11.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Haris Duljević,BIH,"MF,FW",26,1993,20,8,773,8.6,0,2,2,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23
FRA-Ligue 1,2021,Nîmes,Karim Aribi,ALG,FW,26,1994,13,2,294,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Kelyan Guessoum,ALG,DF,21,1999,15,11,1128,12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Kévin Denkey,TOG,FW,19,2000,10,6,524,5.8,1,1,2,1,0,0,3,0,0.17,0.17,0.34,0.17,0.34
FRA-Ligue 1,2021,Nîmes,Lamine Fomba,FRA,MF,22,1998,32,24,2175,24.2,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08
FRA-Ligue 1,2021,Nîmes,Loïck Landre,FRA,DF,28,1992,20,20,1626,18.1,1,0,1,1,0,0,2,1,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2021,Nîmes,Lucas Buadés,FRA,"DF,MF",22,1997,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Lucas Deaux,FRA,"MF,DF",31,1988,25,19,1754,19.5,1,2,3,1,0,0,4,1,0.05,0.1,0.15,0.05,0.15
FRA-Ligue 1,2021,Nîmes,Mahamadou Doucouré,MLI,FW,20,2000,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Marco Majouga,CTA,FW,19,2001,8,0,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Matteo Ahlinvi,BEN,MF,21,1999,20,10,899,10.0,2,0,2,2,0,0,0,0,0.2,0.0,0.2,0.2,0.2
FRA-Ligue 1,2021,Nîmes,Moussa Koné,SEN,FW,23,1996,33,21,1755,19.5,9,0,9,9,0,0,2,0,0.46,0.0,0.46,0.46,0.46
FRA-Ligue 1,2021,Nîmes,Naomichi Ueda,JPN,DF,25,1994,9,8,711,7.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Nassim Chadli,FRA,MF,19,2001,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Niclas Eliasson,SWE,"MF,FW",24,1995,30,19,1799,20.0,4,3,7,4,0,0,1,0,0.2,0.15,0.35,0.2,0.35
FRA-Ligue 1,2021,Nîmes,Nolan Roux,FRA,FW,32,1988,19,6,651,7.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Pablo Martinez,FRA,DF,31,1989,7,6,540,6.0,0,1,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17
FRA-Ligue 1,2021,Nîmes,Patrick Burner,MTQ,DF,24,1996,22,14,1317,14.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Renaud Ripart,FRA,"MF,FW",27,1993,38,35,3054,33.9,11,0,11,5,6,7,3,0,0.32,0.0,0.32,0.15,0.15
FRA-Ligue 1,2021,Nîmes,Romain Philippoteaux,FRA,MF,32,1988,3,3,214,2.4,1,1,2,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84
FRA-Ligue 1,2021,Nîmes,Sami Ben Amar,MAR,FW,22,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Sidy Sarr,SEN,MF,24,1996,9,6,463,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Sofiane Alakouch,MAR,DF,22,1998,22,17,1505,16.7,0,2,2,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12
FRA-Ligue 1,2021,Nîmes,Yassine Benrahou,FRA,MF,21,1999,23,15,1239,13.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Nîmes,Zinedine Ferhat,ALG,"MF,FW",27,1993,33,33,2957,32.9,6,10,16,5,1,1,2,0,0.18,0.3,0.49,0.15,0.46
FRA-Ligue 1,2021,Paris Saint-Germain,Abdou Diallo,SEN,DF,24,1996,22,17,1490,16.6,0,1,1,0,0,0,3,2,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2021,Paris Saint-Germain,Alessandro Florenzi,ITA,"DF,MF",29,1991,21,18,1538,17.1,2,1,3,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18
FRA-Ligue 1,2021,Paris Saint-Germain,Ander Herrera,ESP,MF,30,1989,31,18,1851,20.6,1,3,4,1,0,0,6,0,0.05,0.15,0.19,0.05,0.19
FRA-Ligue 1,2021,Paris Saint-Germain,Arnaud Kalimuendo,FRA,FW,18,2002,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Bandiougou Fadiga,FRA,MF,19,2001,6,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Colin Dagba,FRA,DF,21,1998,25,15,1357,15.1,1,2,3,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2
FRA-Ligue 1,2021,Paris Saint-Germain,Danilo Pereira,POR,"MF,DF",28,1991,23,16,1430,15.9,2,1,3,2,0,0,3,0,0.13,0.06,0.19,0.13,0.19
FRA-Ligue 1,2021,Paris Saint-Germain,Edouard Michut,FRA,MF,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Idrissa Gana Gueye,SEN,MF,30,1989,28,20,1581,17.6,2,1,3,2,0,0,3,0,0.11,0.06,0.17,0.11,0.17
FRA-Ligue 1,2021,Paris Saint-Germain,Jesé,ESP,"FW,MF",27,1993,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Juan Bernat,ESP,DF,27,1993,3,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Julian Draxler,GER,MF,26,1993,24,12,1064,11.8,4,3,7,4,0,0,3,0,0.34,0.25,0.59,0.34,0.59
FRA-Ligue 1,2021,Paris Saint-Germain,Kays Ruiz,FRA,FW,17,2002,7,1,186,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Kenny Nagera,FRA,FW,18,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Keylor Navas,CRC,GK,33,1986,29,29,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Kylian Mbappé,FRA,"FW,MF",21,1998,31,27,2380,26.4,27,7,34,21,6,6,5,0,1.02,0.26,1.29,0.79,1.06
FRA-Ligue 1,2021,Paris Saint-Germain,Layvin Kurzawa,FRA,DF,27,1992,19,15,1278,14.2,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14
FRA-Ligue 1,2021,Paris Saint-Germain,Leandro Paredes,ARG,MF,26,1994,21,16,1302,14.5,1,2,3,1,0,0,7,1,0.07,0.14,0.21,0.07,0.21
FRA-Ligue 1,2021,Paris Saint-Germain,Marcin Bułka,POL,GK,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2021,Paris Saint-Germain,Marco Verratti,ITA,MF,27,1992,21,16,1492,16.6,0,2,2,0,0,0,7,0,0.0,0.12,0.12,0.0,0.12
FRA-Ligue 1,2021,Paris Saint-Germain,Marquinhos,BRA,DF,26,1994,25,24,2128,23.6,3,1,4,3,0,0,2,0,0.13,0.04,0.17,0.13,0.17
