league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes
FRA-Ligue 1,2021,Nantes,2021-05-23 Nantes-Montpellier,2021-05-23,21:00:00,Matchweek 38,Sun,Home,L,1,2,Montpellier,49,,Alban Lafont,4-4-2,4-3-3,Ruddy Buquet,/en/matches/3a8d6a94/Nantes-Montpellier-May-23-2021-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-08-23 Nice-Lens,2020-08-23,17:00:00,Matchweek 1,Sun,Home,W,2,1,Lens,58,,Dante,4-3-3,3-4-1-2,Jérôme Miguelgorry,/en/matches/b08ae3b2/Nice-Lens-August-23-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-08-29 Strasbourg-Nice,2020-08-29,21:00:00,Matchweek 2,Sat,Away,W,2,0,Strasbourg,56,,Dante,4-3-3,4-2-3-1,Jérôme Brisard,/en/matches/a271affc/Strasbourg-Nice-August-29-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-09-12 Montpellier-Nice,2020-09-12,17:00:00,Matchweek 3,Sat,Away,L,1,3,Montpellier,63,,Dante,4-3-3,3-4-1-2,Antony Gautier,/en/matches/e1ed5031/Montpellier-Nice-September-12-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-09-20 Nice-Paris Saint-Germain,2020-09-20,13:00:00,Matchweek 4,Sun,Home,L,0,3,Paris Saint-Germain,50,,Dante,4-3-3,4-3-3,Benoît Bastien,/en/matches/6033dd94/Nice-Paris-Saint-Germain-September-20-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-09-27 Bordeaux-Nice,2020-09-27,13:00:00,Matchweek 5,Sun,Away,D,0,0,Bordeaux,54,,Dante,4-4-1-1,4-2-3-1,François Letexier,/en/matches/37c68582/Bordeaux-Nice-September-27-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-10-03 Nice-Nantes,2020-10-03,21:00:00,Matchweek 6,Sat,Home,W,2,1,Nantes,73,,Dante,4-1-4-1,4-2-3-1,Jérôme Brisard,/en/matches/7f804f72/Nice-Nantes-October-3-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-10-18 Saint-Étienne-Nice,2020-10-18,17:00:00,Matchweek 7,Sun,Away,W,3,1,Saint-Étienne,54,,Dante,3-4-3,3-4-1-2,Amaury Delerue,/en/matches/bf718082/Saint-Etienne-Nice-October-18-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-10-25 Nice-Lille,2020-10-25,17:00:00,Matchweek 8,Sun,Home,D,1,1,Lille,53,,Dante,5-3-2,4-4-2,Franck Schneider,/en/matches/fe7339cb/Nice-Lille-October-25-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-11-01 Angers-Nice,2020-11-01,15:00:00,Matchweek 9,Sun,Away,W,3,0,Angers,48,,Dante,5-4-1,4-2-3-1,Jeremy Stinat,/en/matches/3f3f4cf5/Angers-Nice-November-1-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-11-08 Nice-Monaco,2020-11-08,17:00:00,Matchweek 10,Sun,Home,L,1,2,Monaco,63,,Pierre Lees-Melou,3-5-2,4-4-2,Karim Abed,/en/matches/6f942c22/Nice-Monaco-November-8-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-11-29 Nice-Dijon,2020-11-29,17:00:00,Matchweek 12,Sun,Home,L,1,3,Dijon,61,,Pierre Lees-Melou,4-3-3,4-2-3-1,François Letexier,/en/matches/01d18727/Nice-Dijon-November-29-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-12-06 Reims-Nice,2020-12-06,17:00:00,Matchweek 13,Sun,Away,D,0,0,Reims,65,,Morgan Schneiderlin,3-4-3,4-2-3-1,Stéphanie Frappart,/en/matches/bbfbe923/Reims-Nice-December-6-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-12-13 Nice-Rennes,2020-12-13,13:00:00,Matchweek 14,Sun,Home,L,0,1,Rennes,54,,Morgan Schneiderlin,3-4-3,4-1-4-1,Amaury Delerue,/en/matches/5c4cfd00/Nice-Rennes-December-13-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-12-16 Nîmes-Nice,2020-12-16,19:00:00,Matchweek 15,Wed,Away,W,2,0,Nîmes,56,,Morgan Schneiderlin,3-4-3,4-2-3-1,Ruddy Buquet,/en/matches/f4381a49/Nimes-Nice-December-16-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-12-19 Nice-Lyon,2020-12-19,21:00:00,Matchweek 16,Sat,Home,L,1,4,Lyon,55,,Walter Benítez,3-4-3,4-3-3,Antony Gautier,/en/matches/03613921/Nice-Lyon-December-19-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2020-12-23 Nice-Lorient,2020-12-23,19:00:00,Matchweek 17,Wed,Home,D,2,2,Lorient,42,,Morgan Schneiderlin,3-4-3,4-5-1,Aurélien Petit,/en/matches/e8fea7ca/Nice-Lorient-December-23-2020-Ligue-1,
FRA-Ligue 1,2021,Nice,2021-01-06 Brest-Nice,2021-01-06,19:00:00,Matchweek 18,Wed,Away,L,0,2,Brest,61,,Morgan Schneiderlin,3-1-4-2,4-4-2,Jeremy Stinat,/en/matches/87a4ca5c/Brest-Nice-January-6-2021-Ligue-1,
FRA-Ligue 1,2021,Nice,2021-01-09 Metz-Nice,2021-01-09,21:00:00,Matchweek 19,Sat,Away,D,1,1,Metz,56,,Walter Benítez,3-1-4-2,5-4-1,Johan Hamel,/en/matches/4004356c/Metz-Nice-January-9-2021-Ligue-1,
FRA-Ligue 1,2021,Nice,2021-01-17 Nice-Bordeaux,2021-01-17,15:00:00,Matchweek 20,Sun,Home,L,0,3,Bordeaux,50,,Walter Benítez,3-1-4-2,4-1-4-1,Thomas Léonard,/en/matches/b5d02e7e/Nice-Bordeaux-January-17-2021-Ligue-1,
FRA-Ligue 1,2021,Nice,2021-01-23 Lens-Nice,2021-01-23,17:00:00,Matchweek 21,Sat,Away,W,1,0,Lens,45,,Pierre Lees-Melou,3-1-4-2,3-4-1-2,Hakim Ben El Hadj Salem,/en/matches/f3f0a09c/Lens-Nice-January-23-2021-Ligue-1,
FRA-Ligue 1,2021,Nice,2021-01-31 Nice-Saint-Étienne,2021-01-31,13:00:00,Matchweek 22,Sun,Home,L,0,1,Saint-Étienne,46,,Pierre Lees-Melou,3-1-4-2,4-2-3-1,Franck Schneider,/en/matches/35e70807/Nice-Saint-Etienne-January-31-2021-Ligue-1,
FRA-Ligue 1,2021,Nice,2021-02-03 Monaco-Nice,2021-02-03,21:00:00,Matchweek 23,Wed,Away,L,1,2,Monaco,58,,Pierre Lees-Melou,4-1-4-1,4-4-2,Jérôme Brisard,/en/matches/e3256b4e/Monaco-Nice-February-3-2021-Ligue-1,
FRA-Ligue 1,2021,Nice,2021-02-07 Nice-Angers,2021-02-07,15:00:00,Matchweek 24,Sun,Home,W,3,0,Angers,51,,Pierre Lees-Melou,4-3-3,4-2-3-1,Jérôme Miguelgorry,/en/matches/690017a7/Nice-Angers-February-7-2021-Ligue-1,
FRA-Ligue 1,2021,Nice,2021-02-13 Paris Saint-Germain-Nice,2021-02-13,17:00:00,Matchweek 25,Sat,Away,L,1,2,Paris Saint-Germain,45,,Pierre Lees-Melou,4-1-4-1,4-2-3-1,Jérémie Pignard,/en/matches/5e1b74b1/Paris-Saint-Germain-Nice-February-13-2021-Ligue-1,
